file_name	cluster_label
complex_000266.pt	94
complex_000267.pt	157
complex_000268.pt	112
complex_000269.pt	17
complex_000270.pt	151
complex_000271.pt	2
complex_000272.pt	61
complex_000273.pt	19
complex_000274.pt	59
complex_000275.pt	93
complex_000276.pt	68
complex_000277.pt	18
complex_000278.pt	127
complex_000279.pt	126
complex_000280.pt	2
complex_000281.pt	83
complex_000282.pt	161
complex_000283.pt	60
complex_000284.pt	79
complex_000285.pt	54
complex_000286.pt	159
complex_000287.pt	59
complex_000288.pt	81
complex_000289.pt	157
complex_000290.pt	88
complex_000291.pt	46
complex_000292.pt	148
complex_000293.pt	60
complex_000294.pt	90
complex_000295.pt	75
complex_000296.pt	106
complex_000297.pt	116
complex_000298.pt	111
complex_000299.pt	111
complex_000300.pt	94
complex_000301.pt	127
complex_000302.pt	51
complex_000303.pt	5
complex_000304.pt	116
complex_000305.pt	60
complex_000306.pt	120
complex_000307.pt	5
complex_000308.pt	42
complex_000309.pt	92
complex_000310.pt	106
complex_000311.pt	132
complex_000312.pt	37
complex_000313.pt	26
complex_000314.pt	115
complex_000315.pt	31
complex_000316.pt	92
complex_000317.pt	15
complex_000318.pt	93
complex_000319.pt	80
complex_000320.pt	2
complex_000321.pt	41
complex_000322.pt	98
complex_000323.pt	59
complex_000324.pt	56
complex_000325.pt	96
complex_000326.pt	132
complex_000327.pt	93
complex_000328.pt	100
complex_000329.pt	160
complex_000330.pt	32
complex_000331.pt	36
complex_000332.pt	107
complex_000333.pt	33
complex_000334.pt	32
complex_000335.pt	121
complex_000336.pt	22
complex_000337.pt	97
complex_000338.pt	50
complex_000339.pt	7
complex_000340.pt	46
complex_000341.pt	145
complex_000342.pt	79
complex_000343.pt	32
complex_000344.pt	122
complex_000345.pt	13
complex_000346.pt	63
complex_000347.pt	117
complex_000348.pt	5
complex_000349.pt	76
complex_000350.pt	109
complex_000351.pt	67
complex_000352.pt	130
complex_000353.pt	63
complex_000354.pt	99
complex_000355.pt	99
complex_000356.pt	50
complex_000357.pt	126
complex_000358.pt	160
complex_000359.pt	71
complex_000360.pt	9
complex_000361.pt	159
complex_000362.pt	107
complex_000363.pt	143
complex_000364.pt	100
complex_000365.pt	11
complex_000366.pt	88
complex_000367.pt	81
complex_000368.pt	60
complex_000369.pt	53
complex_000370.pt	72
complex_000371.pt	87
complex_000372.pt	104
complex_000373.pt	77
complex_000374.pt	127
complex_000375.pt	81
complex_000376.pt	30
complex_000377.pt	87
complex_000378.pt	162
complex_000379.pt	50
complex_000380.pt	117
complex_000381.pt	154
complex_000382.pt	67
complex_000383.pt	28
complex_000384.pt	102
complex_000385.pt	87
complex_000386.pt	29
complex_000387.pt	92
complex_000388.pt	111
complex_000389.pt	106
complex_000390.pt	136
complex_000391.pt	149
complex_000392.pt	127
complex_000393.pt	137
complex_000394.pt	46
complex_000395.pt	139
complex_000396.pt	70
complex_000397.pt	117
complex_000398.pt	22
complex_000399.pt	36
complex_000400.pt	32
complex_000401.pt	6
complex_000402.pt	10
complex_000403.pt	159
complex_000404.pt	160
complex_000405.pt	78
complex_000406.pt	119
complex_000407.pt	117
complex_000408.pt	88
complex_000409.pt	78
complex_000410.pt	9
complex_000411.pt	159
complex_000412.pt	57
complex_000413.pt	108
complex_000414.pt	99
complex_000415.pt	54
complex_000416.pt	159
complex_000417.pt	93
complex_000418.pt	62
complex_000419.pt	133
complex_000420.pt	114
complex_000421.pt	38
complex_000422.pt	43
complex_000423.pt	37
complex_000424.pt	37
complex_000425.pt	21
complex_000426.pt	29
complex_000427.pt	99
complex_000428.pt	37
complex_000429.pt	51
complex_000430.pt	136
complex_000431.pt	81
complex_000432.pt	53
complex_000433.pt	159
complex_000434.pt	90
complex_000435.pt	123
complex_000436.pt	31
complex_000437.pt	30
complex_000438.pt	84
complex_000439.pt	60
complex_000440.pt	0
complex_000441.pt	53
complex_000442.pt	70
complex_000443.pt	140
complex_000444.pt	29
complex_000445.pt	76
complex_000446.pt	129
complex_000447.pt	136
complex_000448.pt	107
complex_000449.pt	65
complex_000450.pt	29
complex_000451.pt	31
complex_000452.pt	86
complex_000453.pt	130
complex_000454.pt	153
complex_000455.pt	144
complex_000456.pt	59
complex_000457.pt	46
complex_000458.pt	81
complex_000459.pt	114
complex_000460.pt	128
complex_000461.pt	150
complex_000462.pt	2
complex_000463.pt	128
complex_000464.pt	146
complex_000465.pt	53
complex_000466.pt	115
complex_000467.pt	115
complex_000468.pt	78
complex_000469.pt	32
complex_000470.pt	152
complex_000471.pt	38
complex_000472.pt	7
complex_000473.pt	61
complex_000474.pt	124
complex_000475.pt	56
complex_000476.pt	127
complex_000477.pt	0
complex_000478.pt	52
complex_000479.pt	11
complex_000480.pt	77
complex_000481.pt	111
complex_000482.pt	159
complex_000483.pt	46
complex_000484.pt	32
complex_000485.pt	63
complex_000486.pt	59
complex_000487.pt	46
complex_000488.pt	161
complex_000489.pt	46
complex_000490.pt	26
complex_000491.pt	60
complex_000492.pt	40
complex_000493.pt	147
complex_000494.pt	119
complex_000495.pt	49
complex_000496.pt	115
complex_000497.pt	136
complex_000498.pt	34
complex_000499.pt	23
complex_000500.pt	106
complex_000501.pt	38
complex_000502.pt	159
complex_000503.pt	60
complex_000504.pt	6
complex_000505.pt	96
complex_000506.pt	37
complex_000507.pt	61
complex_000508.pt	88
complex_000509.pt	94
complex_000510.pt	2
complex_000511.pt	4
complex_000512.pt	132
complex_000513.pt	149
complex_000514.pt	87
complex_000515.pt	71
complex_000516.pt	153
complex_000517.pt	42
complex_000518.pt	46
complex_000519.pt	32
complex_000520.pt	142
complex_000521.pt	76
complex_000522.pt	16
complex_000523.pt	132
complex_000524.pt	56
complex_000525.pt	35
complex_000526.pt	112
complex_000527.pt	34
complex_000528.pt	125
complex_000529.pt	69
complex_000530.pt	85
complex_000531.pt	162
complex_000532.pt	50
complex_000533.pt	4
complex_000534.pt	159
complex_000535.pt	141
complex_000536.pt	74
complex_000537.pt	67
complex_000538.pt	151
complex_000539.pt	130
complex_000540.pt	103
complex_000541.pt	147
complex_000542.pt	68
complex_000543.pt	64
complex_000544.pt	54
complex_000545.pt	159
complex_000546.pt	45
complex_000547.pt	159
complex_000548.pt	114
complex_000549.pt	62
complex_000550.pt	36
complex_000551.pt	51
complex_000552.pt	76
complex_000553.pt	72
complex_000554.pt	28
complex_000555.pt	152
complex_000556.pt	64
complex_000557.pt	161
complex_000558.pt	116
complex_000559.pt	122
complex_000560.pt	122
complex_000561.pt	83
complex_000562.pt	162
complex_000563.pt	107
complex_000564.pt	59
complex_000565.pt	72
complex_000566.pt	83
complex_000567.pt	147
complex_000568.pt	97
complex_000569.pt	70
complex_000570.pt	77
complex_000571.pt	154
complex_000572.pt	143
complex_000573.pt	56
complex_000574.pt	146
complex_000575.pt	72
complex_000576.pt	157
complex_000577.pt	113
complex_000578.pt	86
complex_000579.pt	105
complex_000580.pt	13
complex_000581.pt	61
complex_000582.pt	44
complex_000583.pt	44
complex_000584.pt	44
complex_000585.pt	117
complex_000586.pt	115
complex_000587.pt	154
complex_000588.pt	64
complex_000589.pt	98
complex_000590.pt	4
complex_000591.pt	158
complex_000592.pt	133
complex_000593.pt	81
complex_000594.pt	59
complex_000595.pt	14
complex_000596.pt	111
complex_000597.pt	51
complex_000598.pt	92
complex_000599.pt	127
complex_000600.pt	15
complex_000601.pt	93
complex_000602.pt	13
complex_000603.pt	78
complex_000604.pt	145
complex_000605.pt	9
complex_000606.pt	33
complex_000607.pt	19
complex_000608.pt	88
complex_000609.pt	71
complex_000610.pt	20
complex_000611.pt	65
complex_000612.pt	40
complex_000613.pt	34
complex_000614.pt	99
complex_000615.pt	110
complex_000616.pt	123
complex_000617.pt	46
complex_000618.pt	60
complex_000619.pt	34
complex_000620.pt	29
complex_000621.pt	23
complex_000622.pt	52
complex_000623.pt	14
complex_000624.pt	88
complex_000625.pt	2
complex_000626.pt	141
complex_000627.pt	11
complex_000628.pt	105
complex_000629.pt	127
complex_000630.pt	90
complex_000631.pt	23
complex_000632.pt	97
complex_000633.pt	30
complex_000634.pt	93
complex_000635.pt	132
complex_000636.pt	130
complex_000637.pt	116
complex_000638.pt	99
complex_000639.pt	69
complex_000640.pt	94
complex_000641.pt	15
complex_000642.pt	130
complex_000643.pt	9
complex_000644.pt	94
complex_000645.pt	73
complex_000646.pt	72
complex_000647.pt	153
complex_000648.pt	46
complex_000649.pt	54
complex_000650.pt	160
complex_000651.pt	85
complex_000652.pt	64
complex_000653.pt	29
complex_000654.pt	76
complex_000655.pt	9
complex_000656.pt	81
complex_000657.pt	17
complex_000658.pt	13
complex_000659.pt	42
complex_000660.pt	139
complex_000661.pt	8
complex_000662.pt	107
complex_000663.pt	130
complex_000664.pt	141
complex_000665.pt	159
complex_000666.pt	42
complex_000667.pt	120
complex_000668.pt	99
complex_000669.pt	75
complex_000670.pt	80
complex_000671.pt	65
complex_000672.pt	83
complex_000673.pt	159
complex_000674.pt	145
complex_000675.pt	47
complex_000676.pt	0
complex_000677.pt	25
complex_000678.pt	63
complex_000679.pt	113
complex_000680.pt	97
complex_000681.pt	61
complex_000682.pt	65
complex_000683.pt	162
complex_000684.pt	138
complex_000685.pt	69
complex_000686.pt	36
complex_000687.pt	77
complex_000688.pt	151
complex_000689.pt	30
complex_000690.pt	114
complex_000691.pt	6
complex_000692.pt	10
complex_000693.pt	25
complex_000694.pt	153
complex_000695.pt	46
complex_000696.pt	106
complex_000697.pt	61
complex_000698.pt	40
complex_000699.pt	140
complex_000700.pt	47
complex_000701.pt	140
complex_000702.pt	111
complex_000703.pt	21
complex_000704.pt	70
complex_000705.pt	18
complex_000706.pt	36
complex_000707.pt	44
complex_000708.pt	52
complex_000709.pt	99
complex_000710.pt	159
complex_000711.pt	15
complex_000712.pt	14
complex_000713.pt	76
complex_000714.pt	115
complex_000715.pt	116
complex_000716.pt	23
complex_000717.pt	35
complex_000718.pt	80
complex_000719.pt	93
complex_000720.pt	70
complex_000721.pt	42
complex_000722.pt	115
complex_000723.pt	39
complex_000724.pt	77
complex_000725.pt	70
complex_000726.pt	152
complex_000727.pt	9
complex_000728.pt	148
complex_000729.pt	45
complex_000730.pt	6
complex_000731.pt	49
complex_000732.pt	39
complex_000733.pt	126
complex_000734.pt	97
complex_000735.pt	6
complex_000736.pt	46
complex_000737.pt	35
complex_000738.pt	145
complex_000739.pt	93
complex_000740.pt	106
complex_000741.pt	114
complex_000742.pt	53
complex_000743.pt	14
complex_000744.pt	86
complex_000745.pt	91
complex_000746.pt	42
complex_000747.pt	70
complex_000748.pt	12
complex_000749.pt	129
complex_000750.pt	14
complex_000751.pt	88
complex_000752.pt	88
complex_000753.pt	59
complex_000754.pt	132
complex_000755.pt	112
complex_000756.pt	32
complex_000757.pt	10
complex_000758.pt	30
complex_000759.pt	18
complex_000760.pt	16
complex_000761.pt	150
complex_000762.pt	127
complex_000763.pt	71
complex_000764.pt	129
complex_000765.pt	49
complex_000766.pt	9
complex_000767.pt	37
complex_000768.pt	70
complex_000769.pt	1
complex_000770.pt	39
complex_000771.pt	161
complex_000772.pt	28
complex_000773.pt	73
complex_000774.pt	146
complex_000775.pt	81
complex_000776.pt	91
complex_000777.pt	24
complex_000778.pt	22
complex_000779.pt	74
complex_000780.pt	36
complex_000781.pt	9
complex_000782.pt	39
complex_000783.pt	71
complex_000784.pt	90
complex_000785.pt	111
complex_000786.pt	56
complex_000787.pt	35
complex_000788.pt	42
complex_000789.pt	19
complex_000790.pt	59
complex_000791.pt	93
complex_000792.pt	72
complex_000793.pt	129
complex_000794.pt	32
complex_000795.pt	53
complex_000796.pt	20
complex_000797.pt	155
complex_000798.pt	156
complex_000799.pt	70
complex_000800.pt	105
complex_000801.pt	101
complex_000802.pt	74
complex_000803.pt	103
complex_000804.pt	65
complex_000805.pt	141
complex_000806.pt	44
complex_000807.pt	127
complex_000808.pt	6
complex_000809.pt	123
complex_000810.pt	87
complex_000811.pt	67
complex_000812.pt	52
complex_000813.pt	53
complex_000814.pt	10
complex_000815.pt	9
complex_000816.pt	42
complex_000817.pt	17
complex_000818.pt	79
complex_000819.pt	28
complex_000820.pt	123
complex_000821.pt	102
complex_000822.pt	39
complex_000823.pt	133
complex_000824.pt	6
complex_000825.pt	49
complex_000826.pt	86
complex_000827.pt	116
complex_000828.pt	122
complex_000829.pt	2
complex_000830.pt	115
complex_000831.pt	30
complex_000832.pt	122
complex_000833.pt	29
complex_000834.pt	126
complex_000835.pt	32
complex_000836.pt	116
complex_000837.pt	120
complex_000838.pt	111
complex_000839.pt	54
complex_000840.pt	116
complex_000841.pt	46
complex_000842.pt	47
complex_000843.pt	137
complex_000844.pt	96
complex_000845.pt	118
complex_000846.pt	162
complex_000847.pt	113
complex_000848.pt	140
complex_000849.pt	92
complex_000850.pt	118
complex_000851.pt	138
complex_000852.pt	5
complex_000853.pt	155
complex_000854.pt	55
complex_000855.pt	159
complex_000856.pt	99
complex_000857.pt	142
complex_000858.pt	28
complex_000859.pt	36
complex_000860.pt	116
complex_000861.pt	39
complex_000862.pt	133
complex_000863.pt	90
complex_000864.pt	135
complex_000865.pt	86
complex_000866.pt	135
complex_000867.pt	105
complex_000868.pt	8
complex_000869.pt	157
complex_000870.pt	95
complex_000871.pt	2
complex_000872.pt	23
complex_000873.pt	32
complex_000874.pt	18
complex_000875.pt	123
complex_000876.pt	98
complex_000877.pt	119
complex_000878.pt	4
complex_000879.pt	161
complex_000880.pt	106
complex_000881.pt	151
complex_000882.pt	138
complex_000883.pt	90
complex_000884.pt	159
complex_000885.pt	42
complex_000886.pt	117
complex_000887.pt	130
complex_000888.pt	121
complex_000889.pt	78
complex_000890.pt	89
complex_000891.pt	16
complex_000892.pt	80
complex_000893.pt	136
complex_000894.pt	128
complex_000895.pt	68
complex_000896.pt	32
complex_000897.pt	2
complex_000898.pt	42
complex_000899.pt	9
complex_000900.pt	21
complex_000901.pt	152
complex_000902.pt	131
complex_000903.pt	105
complex_000904.pt	26
complex_000905.pt	144
complex_000906.pt	11
complex_000907.pt	150
complex_000908.pt	124
complex_000909.pt	3
complex_000910.pt	61
complex_000911.pt	71
complex_000912.pt	123
complex_000913.pt	146
complex_000914.pt	5
complex_000915.pt	129
complex_000916.pt	133
complex_000917.pt	93
complex_000918.pt	93
complex_000919.pt	90
complex_000920.pt	91
complex_000921.pt	21
complex_000922.pt	19
complex_000923.pt	72
complex_000924.pt	41
complex_000925.pt	99
complex_000926.pt	121
complex_000927.pt	90
complex_000928.pt	41
complex_000929.pt	107
complex_000930.pt	33
complex_000931.pt	32
complex_000932.pt	122
complex_000933.pt	152
complex_000934.pt	14
complex_000935.pt	159
complex_000936.pt	9
complex_000937.pt	54
complex_000938.pt	116
complex_000939.pt	159
complex_000940.pt	68
complex_000941.pt	80
complex_000942.pt	103
complex_000943.pt	69
complex_000944.pt	46
complex_000945.pt	59
complex_000946.pt	65
complex_000947.pt	65
complex_000948.pt	65
complex_000949.pt	60
complex_000950.pt	89
complex_000951.pt	133
complex_000952.pt	71
complex_000953.pt	106
complex_000954.pt	87
complex_000955.pt	32
complex_000956.pt	44
complex_000957.pt	122
complex_000958.pt	138
complex_000959.pt	140
complex_000960.pt	10
complex_000961.pt	18
complex_000962.pt	66
complex_000963.pt	54
complex_000964.pt	136
complex_000965.pt	52
complex_000966.pt	49
complex_000967.pt	70
complex_000968.pt	6
complex_000969.pt	82
complex_000970.pt	144
complex_000971.pt	31
complex_000972.pt	137
complex_000973.pt	46
complex_000974.pt	71
complex_000975.pt	123
complex_000976.pt	43
complex_000977.pt	141
complex_000978.pt	116
complex_000979.pt	16
complex_000980.pt	24
complex_000981.pt	93
complex_000982.pt	23
complex_000983.pt	115
complex_000984.pt	70
complex_000985.pt	80
complex_000986.pt	70
complex_000987.pt	63
complex_000988.pt	70
complex_000989.pt	127
complex_000990.pt	94
complex_000991.pt	98
complex_000992.pt	116
complex_000993.pt	22
complex_000994.pt	126
complex_000995.pt	122
complex_000996.pt	99
complex_000997.pt	116
complex_000998.pt	159
complex_000999.pt	75
complex_001000.pt	56
complex_001001.pt	24
complex_001002.pt	151
complex_001003.pt	80
complex_001004.pt	85
complex_001005.pt	117
complex_001006.pt	66
complex_001007.pt	37
complex_001008.pt	64
complex_001009.pt	102
complex_001010.pt	21
complex_001011.pt	36
complex_001012.pt	78
complex_001013.pt	38
complex_001014.pt	82
complex_001015.pt	133
complex_001016.pt	9
complex_001017.pt	55
complex_001018.pt	27
complex_001019.pt	66
complex_001020.pt	98
complex_001021.pt	23
complex_001022.pt	160
complex_001023.pt	137
complex_001024.pt	161
complex_001025.pt	124
complex_001026.pt	64
complex_001027.pt	127
complex_001028.pt	32
complex_001029.pt	75
complex_001030.pt	46
complex_001031.pt	159
complex_001032.pt	65
complex_001033.pt	98
complex_001034.pt	69
complex_001035.pt	98
complex_001036.pt	29
complex_001037.pt	29
complex_001038.pt	34
complex_001039.pt	114
complex_001040.pt	44
complex_001041.pt	78
complex_001042.pt	93
complex_001043.pt	99
complex_001044.pt	90
complex_001045.pt	81
complex_001046.pt	49
complex_001047.pt	56
complex_001048.pt	78
complex_001049.pt	139
complex_001050.pt	71
complex_001051.pt	157
complex_001052.pt	36
complex_001053.pt	141
complex_001054.pt	99
complex_001055.pt	141
complex_001056.pt	47
complex_001057.pt	102
complex_001058.pt	156
complex_001059.pt	31
complex_001060.pt	71
complex_001061.pt	117
complex_001062.pt	16
complex_001063.pt	70
complex_001064.pt	12
complex_001065.pt	63
complex_001066.pt	4
complex_001067.pt	76
complex_001068.pt	12
complex_001069.pt	136
complex_001070.pt	3
complex_001071.pt	68
complex_001072.pt	97
complex_001073.pt	124
complex_001074.pt	72
complex_001075.pt	52
complex_001076.pt	70
complex_001077.pt	157
complex_001078.pt	65
complex_001079.pt	5
complex_001080.pt	86
complex_001081.pt	116
complex_001082.pt	100
complex_001083.pt	63
complex_001084.pt	29
complex_001085.pt	141
complex_001086.pt	140
complex_001087.pt	52
complex_001088.pt	159
complex_001089.pt	16
complex_001090.pt	93
complex_001091.pt	60
complex_001092.pt	149
complex_001093.pt	70
complex_001094.pt	29
complex_001095.pt	56
complex_001096.pt	109
complex_001097.pt	151
complex_001098.pt	120
complex_001099.pt	140
complex_001100.pt	104
complex_001101.pt	69
complex_001102.pt	100
complex_001103.pt	37
complex_001104.pt	159
complex_001105.pt	13
complex_001106.pt	71
complex_001107.pt	32
complex_001108.pt	160
complex_001109.pt	130
complex_001110.pt	110
complex_001111.pt	50
complex_001112.pt	114
complex_001113.pt	94
complex_001114.pt	76
complex_001115.pt	50
complex_001116.pt	64
complex_001117.pt	95
complex_001118.pt	55
complex_001119.pt	151
complex_001120.pt	117
complex_001121.pt	87
complex_001122.pt	5
complex_001123.pt	123
complex_001124.pt	79
complex_001125.pt	113
complex_001126.pt	37
complex_001127.pt	13
complex_001128.pt	103
complex_001129.pt	151
complex_001130.pt	96
complex_001131.pt	115
complex_001132.pt	94
complex_001133.pt	19
complex_001134.pt	6
complex_001135.pt	146
complex_001136.pt	75
complex_001137.pt	119
complex_001138.pt	9
complex_001139.pt	94
complex_001140.pt	61
complex_001141.pt	138
complex_001142.pt	77
complex_001143.pt	32
complex_001144.pt	3
complex_001145.pt	134
complex_001146.pt	23
complex_001147.pt	107
complex_001148.pt	4
complex_001149.pt	7
complex_001150.pt	22
complex_001151.pt	58
complex_001152.pt	81
complex_001153.pt	160
complex_001154.pt	121
complex_001155.pt	61
complex_001156.pt	93
complex_001157.pt	48
complex_001158.pt	157
complex_001159.pt	12
complex_001160.pt	91
complex_001161.pt	10
complex_001162.pt	80
complex_001163.pt	141
complex_001164.pt	102
complex_001165.pt	73
complex_001166.pt	29
complex_001167.pt	71
complex_001168.pt	49
complex_001169.pt	96
complex_001170.pt	100
complex_001171.pt	18
complex_001172.pt	46
complex_001173.pt	149
complex_001174.pt	147
complex_001175.pt	9
complex_001176.pt	70
complex_001177.pt	11
complex_001178.pt	161
complex_001179.pt	13
complex_001180.pt	29
complex_001181.pt	139
complex_001182.pt	61
complex_001183.pt	39
complex_001184.pt	161
complex_001185.pt	47
complex_001186.pt	26
complex_001187.pt	13
complex_001188.pt	53
complex_001189.pt	20
complex_001190.pt	64
complex_001191.pt	104
complex_001192.pt	143
complex_001193.pt	61
complex_001194.pt	43
complex_001195.pt	22
complex_001196.pt	51
complex_001197.pt	51
complex_001198.pt	77
complex_001199.pt	132
complex_001200.pt	72
complex_001201.pt	50
complex_001202.pt	11
complex_001203.pt	145
complex_001204.pt	50
complex_001205.pt	68
complex_001206.pt	48
complex_001207.pt	77
complex_001208.pt	71
complex_001209.pt	30
complex_001210.pt	39
complex_001211.pt	19
complex_001212.pt	152
complex_001213.pt	151
complex_001214.pt	131
complex_001215.pt	151
complex_001216.pt	18
complex_001217.pt	117
complex_001218.pt	49
complex_001219.pt	149
complex_001220.pt	73
complex_001221.pt	18
complex_001222.pt	116
complex_001223.pt	46
complex_001224.pt	140
complex_001225.pt	130
complex_001226.pt	93
complex_001227.pt	130
complex_001228.pt	50
complex_001229.pt	50
complex_001230.pt	161
complex_001231.pt	77
complex_001232.pt	9
complex_001233.pt	46
complex_001234.pt	150
complex_001235.pt	130
complex_001236.pt	5
complex_001237.pt	9
complex_001238.pt	158
complex_001239.pt	21
complex_001240.pt	119
complex_001241.pt	76
complex_001242.pt	61
complex_001243.pt	160
complex_001244.pt	126
complex_001245.pt	43
complex_001246.pt	138
complex_001247.pt	55
complex_001248.pt	113
complex_001249.pt	1
complex_001250.pt	15
complex_001251.pt	52
complex_001252.pt	145
complex_001253.pt	16
complex_001254.pt	70
complex_001255.pt	96
complex_001256.pt	104
complex_001257.pt	37
complex_001258.pt	42
complex_001259.pt	42
complex_001260.pt	49
complex_001261.pt	90
complex_001262.pt	152
complex_001263.pt	111
complex_001264.pt	111
complex_001265.pt	114
complex_001266.pt	113
complex_001267.pt	50
complex_001268.pt	67
complex_001269.pt	35
